Date,Open,High,Low,Close,Adj Close,Volume
2018-06-07,265.000000,265.480011,259.250000,262.899994,262.493622,9236200
2018-06-08,259.959991,264.000000,259.200012,262.279999,261.874573,9011400
2018-06-11,261.769989,263.450012,260.100006,260.619995,260.217163,6634300
2018-06-12,261.690002,263.070007,259.660004,262.579987,262.174103,7979000
2018-06-13,262.640015,265.670013,262.029999,262.399994,261.994385,8455200
2018-06-14,264.220001,269.200012,263.619995,266.910004,266.497437,10750400
2018-06-15,264.600006,267.480011,263.350006,265.260010,264.850006,10806500
2018-06-18,263.480011,265.799988,262.380005,265.089996,264.680237,8906700
2018-06-19,260.920013,263.640015,255.020004,260.170013,259.767853,14873300
2018-06-20,261.829987,264.450012,260.279999,262.309998,261.904541,9244500
2018-06-21,263.600006,264.339996,256.799988,257.109985,256.712585,8987900
2018-06-22,257.950012,258.489990,250.330002,250.949997,250.562103,10854000
2018-06-25,246.649994,246.800003,235.539993,239.119995,238.750381,16645400
2018-06-26,243.699997,245.649994,239.910004,241.990005,241.615967,11972100
2018-06-27,243.750000,246.429993,235.500000,235.720001,235.355637,11347300
2018-06-28,235.320007,241.339996,235.009995,240.860001,240.487701,8450300
2018-06-29,243.490005,244.000000,236.850006,236.899994,236.533813,9807500
2018-07-02,234.089996,242.389999,233.259995,242.240005,241.865570,8939300
2018-07-03,243.639999,243.880005,236.500000,236.839996,236.473907,5568300
2018-07-05,239.070007,242.929993,237.500000,242.729996,242.354797,7655400
2018-07-06,241.740005,247.669998,240.880005,247.330002,246.947693,7408800
2018-07-09,250.330002,250.720001,246.070007,249.250000,248.864731,7597000
2018-07-10,249.750000,254.139999,248.119995,253.250000,252.858551,9000400
2018-07-11,249.500000,250.899994,247.100006,247.529999,247.147385,9187700
2018-07-12,249.360001,253.169998,248.960007,251.229996,250.841660,8637700
2018-07-13,251.979996,251.979996,247.619995,249.320007,248.934631,6174700
2018-07-16,248.199997,250.339996,247.699997,248.199997,247.816345,4925900
2018-07-17,246.210007,254.300003,245.179993,253.690002,253.297867,9053400
2018-07-18,253.389999,253.949997,249.639999,251.699997,251.310944,6941000
2018-07-19,250.940002,253.389999,250.330002,252.029999,251.640427,5893800
2018-07-20,251.929993,253.500000,250.449997,250.889999,250.502197,5558800
2018-07-23,249.820007,249.889999,243.279999,249.410004,249.024490,7539600
2018-07-24,251.350006,254.850006,248.000000,248.710007,248.325577,8865500
2018-07-25,249.089996,252.380005,246.750000,251.869995,251.480682,7977800
2018-07-26,251.059998,256.329987,250.380005,254.839996,254.446091,8128100
2018-07-27,256.320007,256.600006,249.839996,252.020004,251.630463,7385500
2018-07-30,252.589996,252.830002,242.720001,244.130005,243.752655,8508500
2018-07-31,243.710007,247.880005,242.139999,244.860001,244.481522,7099700
2018-08-01,246.130005,248.360001,243.889999,246.470001,246.089020,7088900
2018-08-02,243.589996,250.779999,241.210007,250.619995,250.232605,6741700
2018-08-03,251.610001,253.059998,250.929993,252.100006,251.710327,5357200
2018-08-06,251.589996,254.169998,249.710007,254.029999,253.637344,5187700
2018-08-07,256.000000,257.700012,254.919998,256.950012,256.552856,6453300
2018-08-08,257.000000,260.239990,255.589996,258.420013,258.020569,6552500
2018-08-09,259.140015,259.250000,256.149994,256.459991,256.063568,5099000
2018-08-10,253.149994,256.100006,252.699997,254.789993,254.396149,6409900
2018-08-13,255.139999,261.000000,255.070007,256.119995,255.724106,9345600
2018-08-14,260.380005,262.000000,257.019989,261.429993,261.025879,11655500
2018-08-15,262.269989,263.640015,255.899994,259.079987,258.679504,14778400
2018-08-16,261.899994,262.000000,255.009995,257.440002,257.042084,20031500
2018-08-17,252.940002,252.970001,243.729996,244.820007,244.441574,28579700
2018-08-20,243.179993,253.199997,238.720001,247.839996,247.456909,21359700
2018-08-21,248.500000,253.500000,247.699997,253.320007,252.928452,16849700
2018-08-22,252.000000,263.019989,251.860001,262.820007,262.413788,18746400
2018-08-23,261.260010,269.480011,260.700012,266.839996,266.427551,18017100
2018-08-24,267.179993,272.809998,267.000000,272.220001,271.799225,13287800
2018-08-27,273.420013,278.899994,272.149994,275.899994,275.473511,12644400
2018-08-28,275.660004,276.579987,269.529999,274.380005,273.955902,11884600
2018-08-29,273.920013,279.500000,273.079987,278.489990,278.211609,10502700
2018-08-30,277.230011,281.720001,276.320007,277.809998,277.532318,8665200
2018-08-31,277.000000,281.200012,276.600006,280.679993,280.399445,7664800
2018-09-04,280.149994,285.220001,279.000000,283.700012,283.416443,9793000
2018-09-05,282.989990,284.420013,275.149994,278.420013,278.141724,9828900
2018-09-06,277.760010,277.859985,271.390015,272.720001,272.447388,8069900
2018-09-07,269.000000,276.929993,267.190002,271.859985,271.588257,7385500
2018-09-10,272.769989,275.929993,271.000000,274.730011,274.455414,5503500
2018-09-11,272.859985,276.399994,272.019989,272.799988,272.527313,6077800
2018-09-12,271.190002,271.980011,261.920013,268.200012,267.931915,10477300
2018-09-13,270.859985,275.000000,270.160004,271.339996,271.068787,7638400
2018-09-14,274.989990,279.100006,273.500000,276.429993,276.153687,9673400
2018-09-17,275.399994,277.380005,273.149994,273.929993,273.656189,5138200
2018-09-18,274.089996,278.239990,270.750000,271.019989,270.749084,7488000
2018-09-19,270.269989,272.700012,268.250000,271.980011,271.708160,5621500
2018-09-20,267.049988,268.760010,264.100006,266.279999,266.013824,10764600
2018-09-21,266.760010,268.600006,262.109985,263.450012,263.186676,10878200
2018-09-24,262.200012,265.839996,258.679993,265.700012,265.434418,7347800
2018-09-25,268.369995,269.420013,264.910004,268.410004,268.141724,7009700
2018-09-26,268.609985,270.239990,266.279999,266.920013,266.653198,6713700
2018-09-27,268.339996,269.200012,266.130005,267.399994,267.132721,5360700
2018-09-28,272.730011,281.920013,271.600006,281.019989,280.739075,17734900
2018-10-01,284.160004,292.059998,282.600006,289.359985,289.070740,15551500
2018-10-02,288.250000,292.760010,285.579987,286.480011,286.193665,9599100
2018-10-03,289.320007,289.619995,282.529999,286.730011,286.443390,8013800
2018-10-04,285.269989,286.250000,276.179993,279.290009,279.010834,9780500
2018-10-05,278.290009,280.799988,267.540009,269.859985,269.590240,10665900
2018-10-08,266.500000,271.160004,260.079987,265.769989,265.504333,10215300
2018-10-09,264.940002,268.760010,262.799988,265.540009,265.274597,6837500
2018-10-10,261.260010,263.109985,245.600006,245.690002,245.444412,17123500
2018-10-11,242.169998,247.559998,234.259995,235.130005,234.894974,18135900
2018-10-12,245.509995,249.539993,239.649994,246.539993,246.293564,15205900
2018-10-15,246.000000,246.000000,235.339996,235.380005,235.144730,11244000
2018-10-16,239.929993,246.279999,237.940002,245.830002,245.584274,10217800
2018-10-17,248.339996,249.880005,241.080002,243.059998,242.817047,8241700
2018-10-18,245.860001,247.410004,237.089996,239.529999,239.290573,13100500
2018-10-19,241.759995,242.550003,227.699997,229.169998,228.940933,15340200
2018-10-22,231.279999,235.320007,227.070007,231.220001,230.988876,9221100
2018-10-23,220.429993,224.190002,216.710007,221.059998,220.839035,15660900
2018-10-24,219.509995,221.389999,198.850006,199.410004,199.210678,22107200
2018-10-25,195.470001,209.750000,193.679993,207.839996,207.632248,23793000
2018-10-26,198.309998,204.839996,193.119995,198.289993,198.091782,16619600
2018-10-29,203.990005,204.130005,176.009995,185.619995,185.434448,18950400
2018-10-30,186.550003,203.399994,185.619995,203.000000,202.797089,20179800
2018-10-31,209.649994,212.589996,204.009995,210.830002,210.619263,18644300
2018-11-01,212.300003,218.490005,207.190002,218.110001,217.891983,14163200
2018-11-02,217.729996,222.000000,210.210007,214.919998,214.705170,11324000
2018-11-05,214.389999,215.330002,205.279999,211.770004,211.558319,9483300
2018-11-06,211.449997,214.850006,209.559998,211.059998,210.849030,7475300
2018-11-07,213.750000,217.410004,211.179993,213.789993,213.576294,12095300
2018-11-08,211.399994,211.429993,203.830002,205.990005,205.784103,12783800
2018-11-09,202.399994,209.320007,201.039993,205.669998,205.464417,10331000
2018-11-12,201.979996,202.869995,188.660004,189.539993,189.350540,15427900
2018-11-13,193.490005,204.210007,193.240005,199.309998,199.110779,16117800
2018-11-14,206.300003,206.880005,192.830002,197.190002,196.992905,13164500
2018-11-15,196.949997,205.300003,195.500000,202.389999,202.187698,21017700
2018-11-16,163.320007,170.660004,161.610001,164.429993,164.265640,49088000
2018-11-19,161.789993,161.820007,144.630005,144.699997,144.555359,42445500
2018-11-20,134.059998,154.259995,133.309998,149.080002,148.930984,42300800
2018-11-21,154.619995,155.300003,143.610001,144.710007,144.565353,25637400
2018-11-23,143.309998,149.589996,142.789993,145.000000,144.855057,10299200
2018-11-26,149.889999,153.470001,146.559998,153.050003,152.897018,20370800
2018-11-27,152.000000,157.009995,150.550003,153.729996,153.576324,18451500
2018-11-28,158.479996,160.279999,153.130005,160.070007,159.910004,20113100
2018-11-29,160.000000,161.500000,156.139999,157.360001,157.360001,13729300
2018-11-30,157.750000,163.860001,155.720001,163.429993,163.429993,18239100
2018-12-03,172.600006,174.679993,167.339996,170.039993,170.039993,22270100
2018-12-04,168.240005,168.440002,156.500000,157.110001,157.110001,20302800
2018-12-06,151.440002,158.490005,150.809998,158.289993,158.289993,17307700
2018-12-07,158.460007,158.869995,145.619995,147.610001,147.610001,17041900
2018-12-10,145.800003,152.860001,145.649994,151.860001,151.860001,15736800
2018-12-11,155.559998,155.889999,145.000000,148.190002,148.190002,16797800
2018-12-12,148.419998,152.779999,144.820007,148.899994,148.899994,16353400
2018-12-13,150.789993,153.380005,147.440002,148.889999,148.889999,11784600
2018-12-14,147.210007,150.589996,145.500000,146.449997,146.449997,11795500
2018-12-17,145.240005,148.149994,141.240005,143.580002,143.580002,16571700
2018-12-18,145.350006,150.330002,144.250000,146.940002,146.940002,14109300
2018-12-19,145.580002,147.740005,136.429993,138.509995,138.509995,18634100
2018-12-20,138.169998,141.800003,132.690002,135.100006,135.100006,18739700
2018-12-21,136.169998,137.500000,128.460007,129.570007,129.570007,21593500
2018-12-24,126.489998,129.979996,124.500000,127.080002,127.080002,11596000
2018-12-26,128.940002,133.139999,124.459999,133.100006,133.100006,17377500
2018-12-27,130.990005,132.380005,125.180000,131.169998,131.169998,15926100
2018-12-28,132.000000,137.389999,130.309998,133.649994,133.649994,15718200
2018-12-31,135.399994,136.710007,132.259995,133.500000,133.500000,11628500
2019-01-02,130.639999,138.479996,130.050003,136.220001,136.220001,12718800
2019-01-03,133.789993,135.160004,127.690002,127.989998,127.989998,17638800
2019-01-04,130.940002,137.729996,129.699997,136.190002,136.190002,14640500
2019-01-07,138.500000,144.889999,136.429993,143.399994,143.399994,17729000
2019-01-08,146.690002,146.779999,136.899994,139.830002,139.830002,19650400
2019-01-09,141.899994,144.490005,139.860001,142.580002,142.580002,15431500
2019-01-10,141.800003,145.580002,139.360001,145.229996,145.229996,13078900
2019-01-11,144.330002,149.750000,143.210007,148.830002,148.830002,21869100
2019-01-14,146.720001,151.460007,145.770004,150.440002,150.440002,18254200
2019-01-15,151.759995,153.350006,149.130005,149.869995,149.869995,15425300
2019-01-16,150.970001,152.300003,148.619995,148.839996,148.839996,11752600
2019-01-17,147.509995,153.330002,146.410004,151.720001,151.720001,12335900
2019-01-18,153.729996,157.979996,151.649994,156.929993,156.929993,16269500
